Date,Close
1980-12-02,0.1258377730846405
1980-12-03,0.12310171872377396
1980-12-04,0.1272055059671402
1980-12-05,0.12036621570587158
1980-12-08,0.11352701485157013
1980-12-09,0.11079151928424835
1980-12-10,0.10395301878452301
1980-12-11,0.09848145395517349
1980-12-12,0.10258462280035019
1980-12-15,0.10668841004371643
1980-12-16,0.10395301878452301
1980-12-17,0.0998491495847702
1980-12-18,0.10258462280035019
1980-12-19,0.10668841004371643
1980-12-22,0.10668841004371643
1980-12-23,0.10942381620407104
1980-12-24,0.11352701485157013
1980-12-26,0.11489541083574295
1980-12-29,0.11352701485157013
1980-12-30,0.1162630245089531
1980-12-31,0.11489541083574295
1981-01-02,0.11763083189725876
1981-01-05,0.12241814285516739
1981-01-06,0.12310171872377396
1981-01-07,0.1162630245089531
1981-01-08,0.11352701485157013
1981-01-09,0.11215927451848984
1981-01-12,0.11352701485157013
1981-01-13,0.1162630245089531
1981-01-14,0.12036621570587158
1981-01-15,0.12036621570587158
1981-01-16,0.12036621570587158
1981-01-19,0.12036621570587158
1981-01-20,0.1162630245089531
1981-01-21,0.11489541083574295
1981-01-22,0.10942381620407104
1981-01-23,0.11215927451848984
1981-01-26,0.10942381620407104
1981-01-27,0.10942381620407104
1981-01-28,0.10942381620407104
1981-01-29,0.10942381620407104
1981-01-30,0.10532069206237793
1981-02-02,0.10258462280035019
1981-02-03,0.10258462280035019
1981-02-04,0.10258462280035019
1981-02-05,0.10532069206237793
1981-02-06,0.10532069206237793
1981-02-09,0.10258462280035019
1981-02-10,0.10258462280035019
1981-02-11,0.0998491495847702
1981-02-12,0.0998491495847702
1981-02-13,0.09848145395517349
1981-02-17,0.09848145395517349
1981-02-18,0.1012168750166893
1981-02-19,0.10395301878452301
1981-02-20,0.10258462280035019
1981-02-23,0.10258462280035019
1981-02-24,0.10395301878452301
1981-02-25,0.10395301878452301
1981-02-26,0.10532069206237793
1981-02-27,0.10532069206237793
1981-03-02,0.10532069206237793
1981-03-03,0.10805615782737732
1981-03-04,0.10805615782737732
1981-03-05,0.10668841004371643
1981-03-06,0.10532069206237793
1981-03-09,0.10395301878452301
1981-03-10,0.09574607759714127
1981-03-11,0.09711373597383499
1981-03-12,0.09848145395517349
1981-03-13,0.0998491495847702
1981-03-16,0.09711373597383499
1981-03-17,0.09711373597383499
1981-03-18,0.09574607759714127
1981-03-19,0.09437835961580276
1981-03-20,0.09574607759714127
1981-03-23,0.09574607759714127
1981-03-24,0.09711373597383499
1981-03-25,0.09574607759714127
1981-03-26,0.09711373597383499
1981-03-27,0.09848145395517349
1981-03-30,0.1012168750166893
1981-03-31,0.10258462280035019
1981-04-01,0.10942381620407104
1981-04-02,0.10942381620407104
1981-04-03,0.11215927451848984
1981-04-06,0.10942381620407104
1981-04-07,0.10942381620407104
1981-04-08,0.10942381620407104
1981-04-09,0.11899848282337189
1981-04-10,0.11899848282337189
1981-04-13,0.11489541083574295
1981-04-14,0.11215927451848984
1981-04-15,0.12036621570587158
1981-04-16,0.12173391133546829
1981-04-20,0.12173391133546829
1981-04-21,0.12173391133546829
1981-04-22,0.12310171872377396
1981-04-23,0.12310171872377396
1981-04-24,0.1162630245089531
1981-04-27,0.1162630245089531
1981-04-28,0.1162630245089531
1981-04-29,0.11489541083574295
1981-04-30,0.11352701485157013
1981-05-01,0.11352701485157013
1981-05-04,0.11215927451848984
1981-05-05,0.11079151928424835
1981-05-06,0.11079151928424835
1981-05-07,0.11215927451848984
1981-05-08,0.11215927451848984
1981-05-11,0.11079151928424835
1981-05-12,0.11352701485157013
1981-05-13,0.11489541083574295
1981-05-14,0.11215927451848984
1981-05-15,0.11079151928424835
1981-05-18,0.11079151928424835
1981-05-19,0.11079151928424835
1981-05-20,0.11079151928424835
1981-05-21,0.11215927451848984
1981-05-22,0.11215927451848984
1981-05-26,0.11489541083574295
1981-05-27,0.11899848282337189
1981-05-28,0.1244693472981453
1981-05-29,0.1244693472981453
1981-06-01,0.12857316434383392
1981-06-02,0.12994083762168884
1981-06-03,0.12857316434383392
1981-06-04,0.12857316434383392
1981-06-05,0.12994083762168884
1981-06-08,0.12857316434383392
1981-06-09,0.12857316434383392
1981-06-10,0.12994083762168884
1981-06-11,0.13130861520767212
1981-06-12,0.13267628848552704
1981-06-15,0.13404406607151031
1981-06-16,0.13541172444820404
1981-06-17,0.13267628848552704
1981-06-18,0.1258377730846405
1981-06-19,0.1272055059671402
1981-06-22,0.1272055059671402
1981-06-23,0.13404406607151031
1981-06-24,0.13130861520767212
1981-06-25,0.12994083762168884
1981-06-26,0.12994083762168884
1981-06-29,0.12994083762168884
1981-06-30,0.1272055059671402
1981-07-01,0.12857316434383392
1981-07-02,0.12994083762168884
1981-07-06,0.1258377730846405
1981-07-07,0.11763083189725876
1981-07-08,0.1162630245089531
1981-07-09,0.11763083189725876
1981-07-10,0.1162630245089531
1981-07-13,0.11899848282337189
1981-07-14,0.11899848282337189
1981-07-15,0.12173391133546829
1981-07-16,0.12173391133546829
1981-07-17,0.12173391133546829
1981-07-20,0.1162630245089531
1981-07-21,0.11352701485157013
1981-07-22,0.11352701485157013
1981-07-23,0.1162630245089531
1981-07-24,0.12036621570587158
1981-07-27,0.11899848282337189
1981-07-28,0.12036621570587158
1981-07-29,0.11899848282337189
1981-07-30,0.12036621570587158
1981-07-31,0.11899848282337189
1981-08-03,0.11489541083574295
